scheme_id,x1_pipe_m,x2_storage_count,x3_pavement_m2,x4_warning_count,TotalCost_wan,AnnualCost_wan_per_year,R_new,Delta_R,T_rec_min,T_rec_reduction_min,recovery_factor,avg_key_max_depth_reduction_rate,avg_interruption_duration_reduction_min,depth_factor,capacity_gain,evac_30_effective_departure_min,evac_30_dynamic_path,evac_30_dynamic_time_min,evac_30_dynamic_min_safety,evac_30_dynamic_feasible,evac_30_static_path,evac_30_static_time_min,evac_30_static_min_safety,evac_30_static_feasible,evac_45_effective_departure_min,evac_45_dynamic_path,evac_45_dynamic_time_min,evac_45_dynamic_min_safety,evac_45_dynamic_feasible,evac_45_static_path,evac_45_static_time_min,evac_45_static_min_safety,evac_45_static_feasible,L5_interrupted_45min
S020,0,1,6000,1,3380.0,190.0,0.7013002116402116,0.13001925925925928,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S021,0,1,6000,2,3460.0,200.0,0.7103002116402116,0.1390192592592593,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S022,0,1,9000,0,4350.0,250.0,0.6638954497354498,0.09261449735449745,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,30.0,L7->L1->L3->L8,5.9849489795918345,0.6,True,L7->L4->L2->L5,7.66277138514981,0.2,True,45.0,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S023,0,1,9000,1,4430.0,260.0,0.7107287830687831,0.13944783068783073,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S024,0,1,9000,2,4510.0,270.0,0.7197287830687831,0.14844783068783074,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S025,0,2,0,0,2400.0,80.0,0.6382333333333333,0.06695238095238099,48.0,12.0,0.8,0.19999999999999993,8.333333333333334,0.8,0.0,30.0,L7->L1->L3->L8,6.462499999999999,0.6,True,L7->L4->L2->L5,12.4375,0.2,True,45.0,L7->L4->L6->L8,14.975000000000001,0.6,True,L7->L4->L2->L5,13.337499999999999,0.2,True,False
S026,0,2,0,1,2480.0,90.0,0.6850666666666666,0.11378571428571427,48.0,12.0,0.8,0.19999999999999993,8.333333333333334,0.8,0.0,25.2,L7->L4->L6->L8,6.40625,0.6,True,L7->L4->L2->L5,12.437499999999996,0.2,True,40.2,L7->L4->L6->L8,14.975000000000001,0.6,True,L7->L4->L2->L5,13.337499999999999,0.2,True,False
S027,0,2,0,2,2560.0,100.0,0.6940666666666667,0.12278571428571439,48.0,12.0,0.8,0.19999999999999993,8.333333333333334,0.8,0.0,25.2,L7->L4->L6->L8,6.40625,0.6,True,L7->L4->L2->L5,12.437499999999996,0.2,True,40.2,L7->L4->L6->L8,14.975000000000001,0.6,True,L7->L4->L2->L5,13.337499999999999,0.2,True,False
S028,0,2,3000,0,3450.0,150.0,0.670181164021164,0.09890021164021168,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,30.0,L7->L1->L3->L8,5.9849489795918345,0.6,True,L7->L4->L2->L5,7.66277138514981,0.2,True,45.0,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S029,0,2,3000,1,3530.0,160.0,0.7170144973544974,0.14573354497354507,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S030,0,2,3000,2,3610.0,170.0,0.7260144973544974,0.15473354497354508,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S031,0,2,6000,0,4500.0,220.0,0.6796097354497355,0.10832878306878313,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,30.0,L7->L1->L3->L8,5.9849489795918345,0.6,True,L7->L4->L2->L5,7.66277138514981,0.2,True,45.0,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S032,0,2,6000,1,4580.0,230.0,0.7264430687830689,0.15516211640211652,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S033,0,2,6000,2,4660.0,240.0,0.7354430687830688,0.16416211640211642,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S034,0,2,9000,0,5550.0,290.0,0.6827525925925926,0.11147164021164024,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,30.0,L7->L1->L3->L8,5.9849489795918345,0.6,True,L7->L4->L2->L5,7.66277138514981,0.2,True,45.0,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S035,0,2,9000,1,5630.0,300.0,0.729585925925926,0.15830497354497364,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S036,0,2,9000,2,5710.0,310.0,0.738585925925926,0.16730497354497365,43.2,16.799999999999997,0.7200000000000001,0.2799999999999999,8.333333333333334,0.7200000000000001,0.15,25.2,L7->L4->L6->L8,5.928698979591836,0.6,True,L7->L4->L2->L5,7.6627713851498065,0.6,True,40.2,L7->L4->L6->L8,9.000531914893621,0.6,True,L7->L4->L2->L5,10.96090425531915,0.2,True,False
S037,300,0,0,0,540.0,27.0,0.6051456582633052,0.03386470588235291,51.0,9.0,0.85,0.15000000000000002,8.333333333333334,0.85,0.25,30.0,L7->L1->L3->L8,5.753409090909088,0.6,True,L7->L4->L2->L5,6.601136363636364,0.2,True,45.0,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S038,300,0,0,1,620.0,37.0,0.6519789915966386,0.0806980392156863,51.0,9.0,0.85,0.15000000000000002,8.333333333333334,0.85,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.2,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S039,300,0,0,2,700.0,47.0,0.6609789915966386,0.08969803921568631,51.0,9.0,0.85,0.15000000000000002,8.333333333333334,0.85,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.2,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S040,300,0,3000,0,1590.0,97.0,0.6365488266417677,0.06526787426081537,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.2,True,45.0,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S041,300,0,3000,1,1670.0,107.0,0.6833821599751011,0.11210120759414877,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S042,300,0,3000,2,1750.0,117.0,0.6923821599751011,0.12110120759414877,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S043,300,0,6000,0,2640.0,167.0,0.6459773980703392,0.07469644568938683,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.2,True,45.0,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S044,300,0,6000,1,2720.0,177.0,0.6928107314036726,0.12152977902272022,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S045,300,0,6000,2,2800.0,187.0,0.7018107314036724,0.13052977902272012,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S046,300,0,9000,0,3690.0,237.0,0.6554059694989106,0.08412501711795828,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.2,True,45.0,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S047,300,0,9000,1,3770.0,247.0,0.7022393028322439,0.13095835045129156,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S048,300,0,9000,2,3850.0,257.0,0.711239302832244,0.13995835045129168,45.9,14.100000000000001,0.765,0.23499999999999996,8.333333333333334,0.765,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L6->L8,6.8358695652173935,0.6,True,L7->L4->L2->L5,6.37880434782609,0.2,True,False
S049,300,1,0,0,1740.0,67.0,0.6498963585434173,0.07861540616246498,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,30.0,L7->L1->L3->L8,5.753409090909088,0.6,True,L7->L4->L2->L5,6.601136363636364,0.6,True,45.0,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S050,300,1,0,1,1820.0,77.0,0.6967296918767507,0.12544873949579838,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.6,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S051,300,1,0,2,1900.0,87.0,0.7057296918767507,0.1344487394957984,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.6,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S052,300,1,3000,0,2790.0,137.0,0.6834781761593526,0.11219722377840025,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.6,True,45.0,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S053,300,1,3000,1,2870.0,147.0,0.7303115094926859,0.15903055711173353,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S054,300,1,3000,2,2950.0,157.0,0.7393115094926859,0.16803055711173354,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S055,300,1,6000,0,3840.0,207.0,0.6929067475879239,0.12162579520697159,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.6,True,45.0,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S056,300,1,6000,1,3920.0,217.0,0.7397400809212572,0.16845912854030487,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S057,300,1,6000,2,4000.0,227.0,0.7487400809212573,0.177459128540305,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S058,300,1,9000,0,4890.0,277.0,0.7023353190164954,0.13105436663554304,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.6,True,45.0,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S059,300,1,9000,1,4970.0,287.0,0.7491686523498288,0.17788769996887643,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S060,300,1,9000,2,5050.0,297.0,0.7581686523498287,0.18688769996887633,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S061,300,2,0,0,2940.0,107.0,0.6750392156862745,0.10375826330532212,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,30.0,L7->L1->L3->L8,5.753409090909088,0.6,True,L7->L4->L2->L5,6.601136363636364,0.6,True,45.0,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S062,300,2,0,1,3020.0,117.0,0.7218725490196078,0.1505915966386555,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.6,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S063,300,2,0,2,3100.0,127.0,0.7308725490196079,0.15959159663865552,40.800000000000004,19.199999999999996,0.68,0.31999999999999995,8.333333333333334,0.68,0.25,25.2,L7->L4->L6->L8,5.697159090909089,0.6,True,L7->L4->L2->L5,6.6011363636363605,0.6,True,40.2,L7->L4->L6->L8,7.775000000000006,0.6,True,L7->L4->L2->L5,8.126730769230768,0.2,True,False
S064,300,2,3000,0,3990.0,177.0,0.7086210333022097,0.13734008092125738,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.6,True,45.0,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S065,300,2,3000,1,4070.0,187.0,0.755454366635543,0.18417341425459066,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S066,300,2,3000,2,4150.0,197.0,0.764454366635543,0.19317341425459067,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,25.2,L7->L4->L6->L8,5.431249999999999,0.6,True,L7->L4->L2->L5,5.733152173913041,0.6,True,40.2,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
S067,300,2,6000,0,5040.0,247.0,0.718049604730781,0.14676865234982872,36.720000000000006,23.279999999999994,0.6120000000000001,0.3879999999999999,8.333333333333334,0.6120000000000001,0.4,30.0,L7->L1->L3->L8,5.487499999999997,0.6,True,L7->L4->L2->L5,5.733152173913048,0.6,True,45.0,L7->L4->L2->L5,6.37880434782609,0.6,True,L7->L4->L2->L5,6.37880434782609,0.6,True,False
